"workers3";"workers5"
"1";26.0367330640848;5.95111160951433
"2";15.3306972749251;15.4286646555425
"3";31.1248961224175;10.6160278352647
"4";18.6131798017161;8.18759361799926
"5";16.1129308673461;2.76641463663815
"6";26.9123844380188;7.16337944991456
"7";25.8657125389514;10.6853925428188
"8";16.0763518454965;12.6517062296301
"9";21.4476359380507;9.37039212902754
"10";26.069037817795;3.81838480118588
"11";20.7416340083769;17.5116527653138
"12";17.3249922007815;5.77680391996332
"13";26.5059924952964;26.9944641519648
"14";13.596513621172;7.48703172370711
"15";24.3665139307683;14.9958264769994
"16";23.75447702027;7.11703676578635
"17";20.1089684050277;13.3499216362905
"18";27.2077878092231;13.4179422431704
"19";21.0680575087401;6.03160307421908
"20";21.2281624899448;17.5885614809959
"21";25.7200653651742;0.975065089164976
"22";21.4465064985557;4.29777828977619
"23";20.5941856595355;8.55658371694526
"24";21.2563266476482;12.8928736083025
"25";24.1581009712502;6.7675161836818
"26";24.6913538514776;8.15936321688045
"27";21.0601352766504;10.3316480399363
"28";20.0940060861183;6.14801554902859
"29";22.3184558419303;1.32562355257576
"30";22.7073403185939;30.3812669146786
"31";14.2130248502897;10.3825007717662
"32";25.417232595568;12.3409439143682
"33";12.1181988163098;4.1376222335929
"34";20.3276902208168;2.32129962366938
"35";32.8759202560665;1.61918695625114
"36";18.9581142317998;3.96144820633503
"37";20.2070412499537;8.87623403562861
"38";11.5590400070714;24.7655831906222
"39";12.3397486219829;8.31437213548762
"40";15.633774721681;8.38693788952111
"41";18.8475942643876;7.05617913921744
"42";24.8893723665174;6.66541206322031
"43";18.0332790135499;14.8513586722225
"44";11.9358982826119;4.65980612019964
"45";15.2565169187412;21.2579570935565
"46";13.7278411281831;9.43245300314938
"47";21.7840877433858;4.00256045486728
"48";20.1598646558247;14.8689141126626
"49";18.7547154654984;2.94087147758788
"50";23.0575824153157;35.1860296693853
"51";17.6350733076642;13.3242657417841
"52";17.4870512216808;10.2232375202367
"53";13.4302117693048;7.38911170239214
"54";25.7230913969793;12.6891399391063
"55";25.5782012584839;13.9824131608483
"56";13.1591124380432;3.70838200388784
"57";24.8527059126709;12.3503282321061
"58";20.9845956659557;13.7969509439027
"59";17.1064387654687;5.83536501685441
"60";31.9308660063375;24.051414634249
"61";18.7654683547292;4.01261578692957
"62";24.7214145398092;19.7131843681145
"63";20.1070643340819;4.4074459960692
"64";13.2976878473747;4.25642296007455
"65";22.2598252880473;7.52328375965055
